number,kind,state,title,url,created_at,updated_at,closed_at,user,labels,comments,matched_queries
10957,issue,closed,"flake: TestWorkspaceAutobuild/InactiveTTLOK:  should have 1 item(s), but has 2",https://github.com/coder/coder/issues/10957,2023-11-30T16:39:49Z,2023-12-01T00:29:43Z,2023-12-01T00:29:43Z,johnstcn,,0,issues-flake-title
10961,issue,closed,"flake: coderd/TestWorkspaceBuild: AuditLogs should have 2 item(s), but has 1",https://github.com/coder/coder/issues/10961,2023-11-30T20:09:31Z,2023-12-22T09:50:51Z,2023-12-22T09:50:51Z,johnstcn,,0,issues-flake-title
10977,issue,closed,test flake:  WorkspaceSchedulePage: Unable to find a label with the text of: Enable Autostop,https://github.com/coder/coder/issues/10977,2023-12-01T08:40:27Z,2024-04-04T18:30:31Z,2024-04-04T18:30:31Z,johnstcn,,2,issues-flake-title
10978,issue,closed,flake:  TestPaginatedUsers,https://github.com/coder/coder/issues/10978,2023-12-01T09:06:58Z,2024-05-31T14:37:23Z,2024-05-31T14:37:23Z,spikecurtis,,2,issues-flake-title
10979,issue,closed,flake: test-go-macos: TestPortForward/UDP_OnePort: match deadline exceeded: context deadline exceeded,https://github.com/coder/coder/issues/10979,2023-12-01T09:39:18Z,2023-12-20T08:29:48Z,2023-12-20T08:29:47Z,johnstcn,,4,issues-flake-title
10981,issue,closed,"flake(windows): TestDERP/ConnectDERP, TestDERP/ReturnedInDERPMap",https://github.com/coder/coder/issues/10981,2023-12-01T10:00:38Z,2024-05-31T14:36:39Z,2024-05-31T14:36:39Z,johnstcn,stale,1,issues-flake-title
10989,issue,closed,flake: updateWorkspace.spec.ts e2e test,https://github.com/coder/coder/issues/10989,2023-12-01T14:17:05Z,2023-12-04T17:02:51Z,2023-12-04T17:02:48Z,buenos-nachos,s4,3,issues-flake-title
11011,issue,closed,flake: Test_ActivityBumpWorkspace,https://github.com/coder/coder/issues/11011,2023-12-04T09:07:49Z,2023-12-18T16:55:49Z,2023-12-18T16:55:47Z,mafredri,s4,2,issues-flake-title
11038,issue,closed,flake: goleak sometimes flags goroutines relating to DNS lookups as leaks,https://github.com/coder/coder/issues/11038,2023-12-05T13:35:52Z,2024-04-26T14:12:47Z,2024-04-26T14:12:47Z,johnstcn,,0,issues-flake-title
11078,issue,closed,test flake: enterprise/tailnet: goroutine leakl: mappingQuery,https://github.com/coder/coder/issues/11078,2023-12-07T12:25:56Z,2023-12-07T13:19:20Z,2023-12-07T13:19:20Z,johnstcn,,0,issues-flake-title
11081,issue,closed,flaky: cli TestSSH_ForwardGPG,https://github.com/coder/coder/issues/11081,2023-12-07T12:47:02Z,2024-04-04T18:28:12Z,2024-04-04T18:28:11Z,mtojek,,1,issues-flaky-title
11094,issue,closed,flake: enterprise/tailnet ,https://github.com/coder/coder/issues/11094,2023-12-08T00:10:57Z,2023-12-08T00:14:43Z,2023-12-08T00:14:42Z,sreya,,1,issues-flake-title
11097,issue,closed,flake: TestUserActivityInsights_BadRequest ,https://github.com/coder/coder/issues/11097,2023-12-08T01:37:22Z,2023-12-08T09:51:19Z,2023-12-08T09:51:19Z,sreya,,0,issues-flake-title
11149,issue,closed,test flake: TestExecutorRequireActiveVersion: not waiting long enough for template version import job,https://github.com/coder/coder/issues/11149,2023-12-12T09:59:55Z,2023-12-14T13:59:06Z,2023-12-14T13:59:06Z,johnstcn,,1,issues-flake-title
11166,issue,closed,test flake: TestPGCoordinatorDual_Mainline,https://github.com/coder/coder/issues/11166,2023-12-12T20:31:20Z,2023-12-13T09:08:32Z,2023-12-13T09:08:32Z,johnstcn,,0,issues-flake-title
11175,issue,closed,flake: scaletest/workspacetraffic TestRun/RPTY,https://github.com/coder/coder/issues/11175,2023-12-13T08:27:17Z,2024-01-19T13:20:21Z,2024-01-19T13:20:21Z,spikecurtis,,2,issues-flake-title
11190,issue,closed,flake: TestStart,https://github.com/coder/coder/issues/11190,2023-12-13T15:32:27Z,2023-12-14T08:57:01Z,2023-12-14T08:57:01Z,sreya,,0,issues-flake-title
11226,issue,closed,flake: TestAgent_WriteVSCodeConfigs,https://github.com/coder/coder/issues/11226,2023-12-15T07:29:51Z,2023-12-18T15:26:43Z,2023-12-18T15:26:41Z,spikecurtis,s3,1,issues-flake-title
11229,issue,closed,flake: ci: potential race condition in make gen,https://github.com/coder/coder/issues/11229,2023-12-15T10:22:04Z,2023-12-15T11:49:53Z,2023-12-15T11:49:52Z,johnstcn,,1,issues-flake-title
11232,issue,closed,flake: TestProvision_Cancel: text file busy,https://github.com/coder/coder/issues/11232,2023-12-15T11:14:41Z,2024-07-26T15:17:12Z,2024-07-26T15:17:12Z,johnstcn,stale,3,issues-flake-title
11238,issue,closed,flake: enterprise/coderd TestWorkspaceAutobuild/DormancyThresholdOK,https://github.com/coder/coder/issues/11238,2023-12-15T17:43:01Z,2023-12-18T15:23:08Z,2023-12-18T15:23:08Z,mafredri,,0,issues-flake-title
11239,issue,closed,flake: TestTunnel (unknown),https://github.com/coder/coder/issues/11239,2023-12-15T18:04:36Z,2024-05-31T14:26:30Z,2024-05-31T14:26:30Z,johnstcn,,1,issues-flake-title
11262,issue,closed,test flake: TestWorkspaceProxyWorkspaceApps_SingleTailnet/WorkspaceAppsProxySubdomain/SuffixWildcardOK: Condition never satisfied,https://github.com/coder/coder/issues/11262,2023-12-18T15:03:41Z,2024-04-04T18:24:37Z,2024-04-04T18:24:37Z,johnstcn,,1,issues-flake-title
11290,issue,closed,"test flake: TestServerTailnet_ReverseProxy/HTTPSProxy: expected 209, got: 502",https://github.com/coder/coder/issues/11290,2023-12-19T22:09:29Z,2024-05-31T14:23:05Z,2024-05-31T14:23:05Z,johnstcn,,1,issues-flake-title
11294,issue,closed,flake: TestPortForward/UDP_OnePort - EOF,https://github.com/coder/coder/issues/11294,2023-12-20T08:29:20Z,2024-01-02T11:53:53Z,2024-01-02T11:53:53Z,spikecurtis,,0,issues-flake-title
11308,issue,closed,test flake: TestSSH/StartStoppedWorkspace,https://github.com/coder/coder/issues/11308,2023-12-21T11:56:42Z,2024-01-04T20:51:50Z,2024-01-04T20:51:50Z,spikecurtis,,0,issues-flake-title
11363,issue,closed,flake: TestAgent_Stats_Magic/TracksJetBrains,https://github.com/coder/coder/issues/11363,2024-01-02T09:03:05Z,2024-01-02T11:49:11Z,2024-01-02T11:49:11Z,spikecurtis,,1,issues-flake-title
11389,issue,closed,test flake: TestStart_Starting,https://github.com/coder/coder/issues/11389,2024-01-03T13:13:39Z,2024-01-04T11:18:01Z,2024-01-04T11:18:01Z,johnstcn,,0,issues-flake-title
11434,issue,closed,test flake: in-memory provisionerd can trigger test failure due to ctx cancellation on heartbeat,https://github.com/coder/coder/issues/11434,2024-01-05T11:23:21Z,2024-07-26T15:31:44Z,2024-07-26T15:18:44Z,johnstcn,s4,2,issues-flake-title
11497,issue,closed,"test flake: TestRename: Validation failed for tag ""username""",https://github.com/coder/coder/issues/11497,2024-01-08T17:47:58Z,2024-01-08T19:09:17Z,2024-01-08T19:09:15Z,johnstcn,s4,0,issues-flake-title
11507,issue,closed,flake: TestSSH/Stdio_RemoteForward_Signal,https://github.com/coder/coder/issues/11507,2024-01-09T08:19:03Z,2024-03-14T10:06:28Z,2024-03-14T10:06:27Z,spikecurtis,,1,issues-flake-title
11517,issue,closed,test flake: TestAgentWebsocketMonitor_SendPings,https://github.com/coder/coder/issues/11517,2024-01-09T16:15:50Z,2024-01-10T08:45:47Z,2024-01-10T08:45:47Z,johnstcn,,0,issues-flake-title
11546,issue,closed,flake: TestWorkspaceProxyWorkspaceApps/WorkspaceAppsProxySubdomain/ProxyError,https://github.com/coder/coder/issues/11546,2024-01-10T11:18:49Z,2024-05-31T14:10:15Z,2024-05-31T14:10:15Z,spikecurtis,,3,issues-flake-title
11576,issue,closed,flake: TestPubsub/ClosePropagatesContextCancellationToSubscription,https://github.com/coder/coder/issues/11576,2024-01-11T14:20:52Z,2024-04-04T18:16:59Z,2024-04-04T18:16:59Z,mtojek,,1,issues-flake-title
11659,issue,closed,multiple flakes on /api/v2/users/first,https://github.com/coder/coder/issues/11659,2024-01-17T05:38:29Z,2024-01-17T11:38:40Z,2024-01-17T11:38:40Z,spikecurtis,,0,issues-flake-title
11735,issue,closed,flake: scaletest/workspacetraffic TestRun/App,https://github.com/coder/coder/issues/11735,2024-01-22T11:16:19Z,2024-01-29T11:42:32Z,2024-01-29T11:42:32Z,spikecurtis,,1,issues-flake-title
12018,issue,closed,flake: WorkspacePage › requests a delete job when the user presses Delete and confirms,https://github.com/coder/coder/issues/12018,2024-02-05T12:23:05Z,2024-08-05T16:12:00Z,2024-08-05T16:12:00Z,spikecurtis,s4,5,issues-flake-title
12030,issue,closed,test flake: TestWatchdog_Timeout,https://github.com/coder/coder/issues/12030,2024-02-06T15:45:04Z,2024-02-06T16:21:26Z,2024-02-06T16:21:24Z,johnstcn,s4,0,issues-flake-title
12141,issue,closed,flake: pgcoord: failed to write binding to database,https://github.com/coder/coder/issues/12141,2024-02-14T16:40:07Z,2024-02-15T12:34:30Z,2024-02-15T12:34:30Z,spikecurtis,,0,issues-flake-title
12277,issue,closed,flake: TestDERPEndToEnd nil pointer in DERPMap,https://github.com/coder/coder/issues/12277,2024-02-23T09:46:10Z,2024-02-23T11:19:55Z,2024-02-23T11:19:55Z,spikecurtis,,0,issues-flake-title
12324,issue,closed,test flake: cli TestSSH/StdioExitOnStop,https://github.com/coder/coder/issues/12324,2024-02-27T17:27:15Z,2024-02-28T11:20:01Z,2024-02-28T11:19:59Z,johnstcn,s4,0,issues-flake-title
12361,issue,closed,flake: cli: goleak found unexpected goroutines,https://github.com/coder/coder/issues/12361,2024-02-29T10:18:14Z,2024-04-04T18:48:41Z,2024-04-04T18:48:40Z,johnstcn,s4,1,issues-flake-title
12370,issue,closed,flake: JS test - Create template from starter template,https://github.com/coder/coder/issues/12370,2024-02-29T19:22:15Z,2024-03-19T14:33:06Z,2024-03-19T14:33:06Z,BrunoQuaresma,site,1,issues-flake-title
12509,issue,closed,flake: insights,https://github.com/coder/coder/issues/12509,2024-03-11T08:24:37Z,2024-03-11T12:54:40Z,2024-03-11T12:54:40Z,dannykopping,,0,issues-flake-title
12529,issue,closed,flake: coderd/database/dbpurge TestDeleteOldProvisionerDaemons,https://github.com/coder/coder/issues/12529,2024-03-11T12:15:45Z,2024-03-11T13:05:41Z,2024-03-11T13:05:41Z,mafredri,,1,issues-flake-title
12531,issue,closed,flake: multiple TestWorkspaceProxyWorkspaceApps/* flakes,https://github.com/coder/coder/issues/12531,2024-03-11T13:06:51Z,2024-09-03T10:16:29Z,2024-04-29T15:43:43Z,johnstcn,s4,7,issues-flake-title
12560,issue,closed,Test Flake: TestTailnetAPIConnector_Disconnects,https://github.com/coder/coder/issues/12560,2024-03-12T15:39:58Z,2024-09-16T09:53:24Z,2024-09-16T05:24:31Z,johnstcn,s4,6,issues-flake-title
12603,issue,closed,flake: TestExecutorAutostartUserSuspended,https://github.com/coder/coder/issues/12603,2024-03-15T00:48:32Z,2024-05-31T14:49:20Z,2024-05-31T14:49:20Z,sreya,s4,1,issues-flake-title
12687,issue,closed,flake: data race in scaletest/reconnectingpty Test_Runner/ExpectTimeout/NoTimeout,https://github.com/coder/coder/issues/12687,2024-03-20T13:53:01Z,2024-11-11T15:02:56Z,2024-11-11T15:02:56Z,johnstcn,s4;bug risk,3,issues-flake-title
12752,issue,closed,test flake: TestSSH/StartStoppedWorkspace,https://github.com/coder/coder/issues/12752,2024-03-25T17:40:50Z,2024-03-26T10:47:00Z,2024-03-26T10:47:00Z,johnstcn,s4,1,issues-flake-title
12771,issue,closed,test flake: race detected in scaletest/reconnectingpty Test_Runner,https://github.com/coder/coder/issues/12771,2024-03-27T09:21:12Z,2024-07-26T15:19:15Z,2024-07-26T15:19:14Z,johnstcn,s4,1,issues-flake-title
12789,issue,closed,flake: `TestWorkspaceProxyWorkspaceApps_BlockDirect/ReconnectingPTY/SignedTokenQueryParameter`,https://github.com/coder/coder/issues/12789,2024-03-28T07:14:53Z,2024-04-08T12:22:35Z,2024-04-08T12:22:35Z,dannykopping,s4,2,issues-flake-title
12932,issue,closed,test flake: enterprise/coderd TestEntitlements/FullLicense,https://github.com/coder/coder/issues/12932,2024-04-10T19:38:03Z,2024-07-26T14:58:09Z,2024-07-26T14:58:09Z,johnstcn,s4,2,issues-flake-title
12938,issue,closed,flake: TestCollectInsights error log dropped,https://github.com/coder/coder/issues/12938,2024-04-11T05:58:42Z,2024-04-17T17:43:15Z,2024-04-17T17:43:15Z,spikecurtis,s4,0,issues-flake-title
13165,issue,closed,Test flake: `coderd/database/dbpurge TestDeleteOldWorkspaceAgentStats`,https://github.com/coder/coder/issues/13165,2024-05-06T04:43:25Z,2024-05-06T11:14:39Z,2024-05-06T11:14:39Z,coadler,s4,1,issues-flake-title
13240,issue,closed,Test flake: Tests for `useClipboard` don't consistently flush state changes,https://github.com/coder/coder/issues/13240,2024-05-10T19:19:17Z,2024-05-15T20:59:16Z,2024-05-15T20:59:16Z,buenos-nachos,site,0,issues-flake-title
13258,issue,closed,flake: `TestIntegration/EasyNATDirect`,https://github.com/coder/coder/issues/13258,2024-05-13T13:42:36Z,2024-05-21T02:57:41Z,2024-05-21T02:57:41Z,dannykopping,s4;networking,1,issues-flake-title
13293,issue,closed,flake: coderd/database/pubsub TestMeasureLatency/MeasureLatencyRecvTimeout,https://github.com/coder/coder/issues/13293,2024-05-16T13:33:53Z,2024-05-16T19:24:39Z,2024-05-16T19:24:39Z,mafredri,s4,1,issues-flake-title
13430,issue,closed,test flake: `TestDeleteOldWorkspaceAgentStats`,https://github.com/coder/coder/issues/13430,2024-05-31T22:45:54Z,2024-08-30T08:30:05Z,2024-08-30T08:30:05Z,coadler,s4,3,issues-flake-title
13489,issue,closed,flake: TestNetcheck: timeout reading from 127.0.0.1,https://github.com/coder/coder/issues/13489,2024-06-06T12:01:29Z,2024-06-07T09:01:55Z,2024-06-07T09:01:55Z,johnstcn,s4,0,issues-flake-title
13541,issue,closed,flake: race in `TestWorkspaceProxyDERPMeshProbe/ProbeOK`,https://github.com/coder/coder/issues/13541,2024-06-11T13:57:26Z,2024-08-05T18:30:45Z,2024-08-05T18:30:45Z,dannykopping,s4,0,issues-flake-title
13551,issue,closed,flake: `TestWorkspaceAgent_Metadata_CatchMemoryLeak`,https://github.com/coder/coder/issues/13551,2024-06-12T08:54:22Z,2024-06-12T14:57:45Z,2024-06-12T14:57:45Z,dannykopping,s4,1,issues-flake-title
13636,issue,closed,flake: scaletest/dashboard Test_Run,https://github.com/coder/coder/issues/13636,2024-06-22T14:13:56Z,2024-06-24T20:33:25Z,2024-06-24T20:33:25Z,matifali,scaletest,3,issues-flake-title
13787,issue,closed,flake: `TestTemplateVersionsArchive/Archive-Unarchive`,https://github.com/coder/coder/issues/13787,2024-07-04T08:46:27Z,2024-07-08T18:00:25Z,2024-07-08T18:00:24Z,dannykopping,s4,3,issues-flake-title
13788,issue,closed,flake: `TestUserOIDC/RoleSync/NewUserAndRemoveRolesOnReAuth`,https://github.com/coder/coder/issues/13788,2024-07-04T08:48:09Z,2024-07-10T14:33:08Z,2024-07-10T14:33:08Z,dannykopping,s4,2,issues-flake-title
13801,issue,closed,flake: `AgentHasNotConnectedSinceWeek_LogsExpired`,https://github.com/coder/coder/issues/13801,2024-07-08T08:57:15Z,2024-07-09T13:10:58Z,2024-07-09T13:10:58Z,dannykopping,s4,1,issues-flake-title
13855,issue,closed,Flake: `test-go-race` `coderd/provisionerdserver` leaked goroutine,https://github.com/coder/coder/issues/13855,2024-07-09T17:12:25Z,2024-07-10T04:13:59Z,2024-07-10T04:11:02Z,coadler,s4,1,issues-flake-title
13882,issue,closed,flake: `FakeAgentAPI.UpdateStats` goroutines on top of stack,https://github.com/coder/coder/issues/13882,2024-07-12T10:46:25Z,2024-07-16T19:22:15Z,2024-07-16T19:22:15Z,dannykopping,s4,0,issues-flake-title
13910,issue,closed,flake: TestTracker_MultipleInstances,https://github.com/coder/coder/issues/13910,2024-07-16T19:37:24Z,2024-07-26T08:44:35Z,2024-07-26T08:44:35Z,spikecurtis,s4,0,issues-flake-title
13931,issue,closed,flake: `TestProvisionerDaemon_SessionToken/PrometheusEnabled`,https://github.com/coder/coder/issues/13931,2024-07-18T08:02:46Z,2024-07-24T12:54:37Z,2024-07-24T12:54:37Z,dannykopping,s4;bug risk,5,issues-flake-title
13943,issue,closed,flake: `TestPendingUpdatesMetric`,https://github.com/coder/coder/issues/13943,2024-07-19T09:39:59Z,2024-07-19T10:54:16Z,2024-07-19T10:54:16Z,dannykopping,s4,0,issues-flake-title
13962,issue,closed,flake: Test_sshConfigExecEscape,https://github.com/coder/coder/issues/13962,2024-07-20T20:21:48Z,2024-08-12T08:56:36Z,2024-08-12T08:56:36Z,matifali,s4,4,issues-flake-title
14035,issue,closed,flake: TestUserLatencyInsights,https://github.com/coder/coder/issues/14035,2024-07-29T05:40:45Z,2024-08-05T16:31:05Z,2024-08-05T16:31:05Z,spikecurtis,s4,2,issues-flake-title
14060,issue,closed,flake: `TestWebhook`,https://github.com/coder/coder/issues/14060,2024-07-30T19:32:08Z,2024-08-30T14:46:15Z,2024-08-30T14:46:14Z,dannykopping,s4,4,issues-flake-title
14066,issue,closed,flake: `TestTailnet/Connect`,https://github.com/coder/coder/issues/14066,2024-07-31T14:51:38Z,2024-08-05T11:45:48Z,2024-08-05T11:45:48Z,dannykopping,s4,1,issues-flake-title
14143,issue,closed,flake: `TestSSH/RemoteForward`,https://github.com/coder/coder/issues/14143,2024-08-05T09:50:17Z,2024-08-07T05:52:43Z,2024-08-07T05:52:43Z,dannykopping,s4,0,issues-flake-title
14151,issue,closed,flake: `TestUpdateUserProfile/UpdateSelfAsMember`,https://github.com/coder/coder/issues/14151,2024-08-05T12:16:32Z,2024-08-05T14:03:08Z,2024-08-05T14:03:08Z,dannykopping,s4,0,issues-flake-title
14343,issue,closed,Ensure all dependencies defined in `flake.nix` and our GitHub Actions are aligned,https://github.com/coder/coder/issues/14343,2024-08-19T10:42:28Z,2024-09-24T12:57:08Z,2024-09-24T12:57:08Z,dannykopping,dependencies,2,issues-flake-title
14365,issue,closed,test flake: TestWorkspaceAgentClientCoordinate_ResumeToken,https://github.com/coder/coder/issues/14365,2024-08-20T10:13:16Z,2024-09-11T12:32:48Z,2024-09-11T12:32:48Z,johnstcn,s4,7,issues-flake-title
14377,issue,closed,flake: `TestWorkspaceAgentClientCoordinate_ResumeToken`,https://github.com/coder/coder/issues/14377,2024-08-21T09:26:41Z,2024-08-21T09:28:54Z,2024-08-21T09:28:54Z,ethanndickson,s4,1,issues-flake-title
14395,issue,closed,flake: `TestServer_DisabledDERP`,https://github.com/coder/coder/issues/14395,2024-08-22T10:52:46Z,2024-08-30T08:43:52Z,2024-08-30T08:43:52Z,dannykopping,s4,2,issues-flake-title
14535,issue,closed,flake: `UsersPage.test.tsx`,https://github.com/coder/coder/issues/14535,2024-09-03T10:20:56Z,2024-09-17T13:38:44Z,2024-09-17T13:38:44Z,dannykopping,s4,6,issues-flake-title
14583,issue,closed,flake: OrganizationMembersPage.test.tsx,https://github.com/coder/coder/issues/14583,2024-09-06T12:44:29Z,2024-09-06T12:45:32Z,2024-09-06T12:45:32Z,BrunoQuaresma,site;s4,0,issues-flake-title
14632,issue,closed,flake: `TestPing/1Ping`,https://github.com/coder/coder/issues/14632,2024-09-10T09:32:11Z,2024-09-11T04:22:24Z,2024-09-11T04:22:24Z,dannykopping,s4,0,issues-flake-title
14877,issue,closed,flake: `TestAPIKey_Refresh`,https://github.com/coder/coder/issues/14877,2024-09-30T15:26:34Z,2024-10-01T09:01:26Z,2024-10-01T09:01:25Z,dannykopping,s4,0,issues-flake-title
14878,issue,closed,flake: `TestProvisionerKeys/CRUD`,https://github.com/coder/coder/issues/14878,2024-09-30T15:33:07Z,2024-10-01T07:29:53Z,2024-10-01T07:29:53Z,dannykopping,s4,1,issues-flake-title
14891,issue,closed,flake: `TestUserActivityInsights_SanityCheck`,https://github.com/coder/coder/issues/14891,2024-10-01T10:13:12Z,2024-10-01T10:38:51Z,2024-10-01T10:38:51Z,dannykopping,s4,0,issues-flake-title
14961,issue,closed,flake: TestProxyRegisterDeregister,https://github.com/coder/coder/issues/14961,2024-10-03T12:18:35Z,2024-10-05T02:58:45Z,2024-10-05T02:58:45Z,spikecurtis,,2,issues-flake-title
15073,issue,closed,flake: TestWorkspaceBuildTimings,https://github.com/coder/coder/issues/15073,2024-10-15T08:47:11Z,2024-10-15T12:43:41Z,2024-10-15T12:43:41Z,spikecurtis,s4,1,issues-flake-title
15782,issue,closed,flake: `TestPGCoordinatorSingle_MissedHeartbeats_NoDrop`,https://github.com/coder/coder/issues/15782,2024-12-09T07:21:30Z,2024-12-19T09:49:02Z,2024-12-19T09:49:02Z,dannykopping,s4,0,issues-flake-title
16089,issue,closed,flake: `TestSSH/StartStoppedWorkspaceConflict`,https://github.com/coder/coder/issues/16089,2025-01-10T07:51:57Z,2025-01-10T14:48:13Z,2025-01-10T14:48:13Z,dannykopping,s4,2,issues-flake-title
18132,issue,closed,test flake: DATA RACE in TestPrebuiltWorkspacesTelemetry,https://github.com/coder/coder/issues/18132,2025-05-30T14:36:06Z,2025-05-30T15:39:33Z,2025-05-30T15:39:33Z,johnstcn,,0,issues-flake-title
19365,issue,closed,Fix storybook flakes,https://github.com/coder/coder/issues/19365,2025-08-14T21:24:29Z,2025-08-15T19:07:35Z,2025-08-15T19:07:35Z,BrunoQuaresma,,0,issues-flake-title
19434,issue,closed,flake: `TestAPI/Create`,https://github.com/coder/coder/issues/19434,2025-08-20T05:49:38Z,2025-08-20T05:53:09Z,2025-08-20T05:53:09Z,blink-so[bot],,0,issues-flake-title
22885,issue,closed,flake: `TestGitSSH/Local_SSH_Keys`,https://github.com/coder/coder/issues/22885,2026-03-10T10:42:28Z,2026-05-11T12:22:08Z,2026-03-10T11:22:25Z,Shelnutt2,,0,issues-flake-title
25979,issue,closed,flake: `TestAIGatewayKeysTableConstraints` (race on shared `err`),https://github.com/coder/coder/issues/25979,2026-06-02T13:42:18Z,2026-06-02T14:02:32Z,2026-06-02T14:02:32Z,Emyrk,,0,issues-flake-title
26127,issue,open,nix: flake.nix build fails - google-chrome-stable_138.0.7204.49 returns 404 from Google CDN,https://github.com/coder/coder/issues/26127,2026-06-07T18:24:28Z,2026-06-07T18:24:33Z,,TheRealShek,,1,issues-flake-title
20,pr,closed,ci: Run tests 3 times to reduce flakes,https://github.com/coder/coder/pull/20,2022-01-13T17:16:57Z,2022-01-13T18:05:40Z,2022-01-13T18:05:40Z,kylecarbs,,4,prs-flake-title
26,pr,closed,test: Increase disconnectTimeout to reduce test flakes,https://github.com/coder/coder/pull/26,2022-01-14T14:24:58Z,2026-05-15T11:52:49Z,2022-01-14T16:12:07Z,kylecarbs,,3,prs-flake-title
383,pr,closed,test: Fix test flake panic in provisionerd,https://github.com/coder/coder/pull/383,2022-02-28T19:49:27Z,2022-02-28T21:10:35Z,2022-02-28T21:10:34Z,kylecarbs,,1,prs-flake-title
386,pr,closed,test: Fix flake with context.Cancelled in provisionerd,https://github.com/coder/coder/pull/386,2022-03-01T01:45:41Z,2022-03-01T01:56:55Z,2022-03-01T01:56:54Z,kylecarbs,,1,prs-flake-title
405,pr,closed,fix: Test flake for resolving instance identity auth,https://github.com/coder/coder/pull/405,2022-03-08T00:05:14Z,2022-03-08T00:38:32Z,2022-03-08T00:38:31Z,kylecarbs,,1,prs-flake-title
410,pr,closed,fix: MacOS PTY flake when reading after command exists,https://github.com/coder/coder/pull/410,2022-03-08T15:37:42Z,2022-03-08T15:49:10Z,2022-03-08T15:49:09Z,kylecarbs,,1,prs-flake-title
413,pr,closed,fix: Update ICE dependency to fix test flake,https://github.com/coder/coder/pull/413,2022-03-08T18:27:47Z,2022-03-08T18:57:29Z,2022-03-08T18:57:29Z,kylecarbs,,1,prs-flake-title
436,pr,closed,fix: Test flake when installing yarn dependencies on MacOS,https://github.com/coder/coder/pull/436,2022-03-14T18:15:15Z,2022-03-22T18:13:06Z,2022-03-14T18:49:49Z,bryphe-coder,,2,prs-flake-title
1001,pr,closed,fix: GitSSH test flake on slow CI runs,https://github.com/coder/coder/pull/1001,2022-04-14T15:25:12Z,2022-04-14T16:38:55Z,2022-04-14T16:38:54Z,kylecarbs,,2,prs-flake-title
1002,pr,closed,fix: Agent/SessionTTY flake waiting for terminal prompt,https://github.com/coder/coder/pull/1002,2022-04-14T15:42:17Z,2022-04-14T15:55:45Z,2022-04-14T15:55:44Z,kylecarbs,,1,prs-flake-title
1026,pr,closed,fix: Test flake for DataDog agent logs,https://github.com/coder/coder/pull/1026,2022-04-15T14:54:11Z,2022-04-18T17:37:02Z,2022-04-18T17:37:01Z,kylecarbs,,1,prs-flake-title
1079,pr,closed,fix: Close TURN connections to resolve flake,https://github.com/coder/coder/pull/1079,2022-04-19T16:03:32Z,2022-04-19T16:14:56Z,2022-04-19T16:14:56Z,kylecarbs,,1,prs-flake-title
1141,pr,closed,fix: Increase ptytest buffer to resolve flake,https://github.com/coder/coder/pull/1141,2022-04-25T14:27:26Z,2022-04-25T17:14:17Z,2022-04-25T17:14:16Z,kylecarbs,,1,prs-flake-title
1235,pr,closed,test: Regenerate GitSSHKey flake when comparing times,https://github.com/coder/coder/pull/1235,2022-04-29T22:57:46Z,2022-04-30T01:19:17Z,2022-04-30T01:19:16Z,kylecarbs,,2,prs-flake-title
1412,pr,closed,fix: flake in setup-docker in release,https://github.com/coder/coder/pull/1412,2022-05-12T20:23:00Z,2022-05-15T01:34:16Z,2022-05-12T20:44:47Z,bpmct,,1,prs-flake-title
1562,pr,closed,fix: Make TestAgent and TestWorkspaceAgentPTY less flaky,https://github.com/coder/coder/pull/1562,2022-05-18T16:36:43Z,2022-05-18T17:06:19Z,2022-05-18T17:06:18Z,dwahler,,0,prs-flaky-title
1643,pr,closed,chore: skip some flaky tests,https://github.com/coder/coder/pull/1643,2022-05-20T21:01:29Z,2022-05-20T23:39:52Z,2022-05-20T23:39:51Z,johnstcn,,5,prs-flaky-title
1650,pr,closed,fix: Try to fix cli portforward test flakes,https://github.com/coder/coder/pull/1650,2022-05-23T11:06:49Z,2022-05-24T08:15:08Z,2022-05-24T08:15:07Z,mafredri,,0,prs-flake-title
1804,pr,closed,fix: macos flake,https://github.com/coder/coder/pull/1804,2022-05-26T19:40:37Z,2022-05-26T20:21:49Z,2022-05-26T20:21:49Z,coadler,,0,prs-flake-title
2184,pr,closed,ci: storybook flake for auto-stop display,https://github.com/coder/coder/pull/2184,2022-06-08T20:09:25Z,2022-06-09T15:03:29Z,2022-06-09T15:03:28Z,greyscaled,,0,prs-flake-title
2309,pr,closed,fix: flaky install.sh upgrade on OSX (zsh killed),https://github.com/coder/coder/pull/2309,2022-06-13T23:24:13Z,2022-06-15T16:09:53Z,2022-06-15T16:09:52Z,bpmct,,0,prs-flaky-title
2343,pr,closed,fix: coderd: fix flaky test,https://github.com/coder/coder/pull/2343,2022-06-15T14:07:51Z,2022-06-15T14:32:03Z,2022-06-15T14:32:03Z,johnstcn,,0,prs-flaky-title
2406,pr,closed,test: Increase timeouts to reduce flakes,https://github.com/coder/coder/pull/2406,2022-06-16T14:08:45Z,2022-06-16T14:52:46Z,2022-06-16T14:52:45Z,kylecarbs,,0,prs-flake-title
2456,pr,closed,test: Write URL after signal listen to fix flake,https://github.com/coder/coder/pull/2456,2022-06-17T13:50:44Z,2022-06-17T14:16:46Z,2022-06-17T14:16:46Z,kylecarbs,,0,prs-flake-title
